family,depth,f1,v1,f2,v2,rate,base,n
bounce,5,station|etype|btc_pi|rq|ob55,"edge|TRAV|down|(0.549, 0.922]|flat",scen_state,dead,0.962,0.302,106
bounce,5,station|coin|etype|wq|wknd,"edge|XRP|BREAK|(0.295, 1.71]|False",kq,"(0.063, 0.558]",0.961,0.302,103
bounce,5,station|etype|zone|virgin|wq,"edge|BREAK|3|False|(0.295, 1.71]",origin,air,0.961,0.302,102
bounce,5,station|etype|zone|virgin|wq,"edge|BREAK|2|False|(0.295, 1.71]",origin,air,0.961,0.302,102
bounce,5,station|etype|zone|cb|wq,"edge|BREAK|2|c>=50|(0.295, 1.71]",origin,air,0.961,0.302,102
bounce,5,station|etype|virgin|wq|yd_arch,"edge|BREAK|False|(0.295, 1.71]|CHOP",lean,up,0.961,0.302,127
bounce,5,station|etype|cb|wq|yd_arch,"edge|BREAK|c>=50|(0.295, 1.71]|CHOP",lean,up,0.961,0.302,127
bounce,5,station|etype|wq|wknd|yd_arch,"edge|BREAK|(0.295, 1.71]|False|CHOP",lean,up,0.961,0.302,127
bounce,5,station|etype|wq|hayden_btc|kq,"edge|BREAK|(0.295, 1.71]|Bear|(0.063, 0.558]",ob55,flat,0.961,0.302,155
bounce,5,station|etype|wq|btc_pi|yd_arch,"edge|BREAK|(0.295, 1.71]|down|CHOP",lean,up,0.961,0.302,127
bounce,5,station|etype|wq|rq|yd_arch,"edge|BREAK|(0.295, 1.71]|(0.549, 0.922]|CHOP",dtype,normal,0.961,0.302,102
bounce,5,station|etype|wq|yd_arch|ob55,"edge|BREAK|(0.295, 1.71]|CHOP|flat",dtype,normal,0.961,0.302,207
bounce,5,station|etype|zone|cb|wq,"edge|BREAK|3|c>=50|(0.295, 1.71]",origin,air,0.96,0.302,101
bounce,5,station|etype|zone|wq|hayden,"edge|BREAK|6|(0.295, 1.71]|Bull",hayden_btc,Bull,0.96,0.302,126
bounce,5,station|etype|virgin|wq|tn,"edge|BREAK|False|(0.295, 1.71]|t2",ob55,flat,0.96,0.302,177
bounce,5,station|etype|virgin|wq|yd_arch,"edge|BREAK|False|(0.295, 1.71]|CHOP",scen_state,dead,0.96,0.302,100
bounce,5,station|etype|cb|wq|tn,"edge|BREAK|c>=50|(0.295, 1.71]|t2",ob55,flat,0.96,0.302,175
bounce,5,station|etype|cb|wq|yd_arch,"edge|BREAK|c>=50|(0.295, 1.71]|CHOP",scen_state,dead,0.96,0.302,100
bounce,5,station|etype|wq|wknd|sq,"edge|BREAK|(0.295, 1.71]|False|(0.224, 0.513]",rq,"(0.549, 0.922]",0.96,0.302,100
bounce,5,station|etype|wq|wknd|yd_arch,"edge|BREAK|(0.295, 1.71]|False|CHOP",scen_state,dead,0.96,0.302,100
bounce,5,station|etype|wq|hayden|kq,"edge|BREAK|(0.295, 1.71]|Bear|(0.063, 0.558]",yd_arch,CHOP,0.96,0.302,124
bounce,5,station|etype|wq|btc_pi|tn,"edge|BREAK|(0.295, 1.71]|down|t2",ob55,flat,0.96,0.302,177
bounce,5,station|etype|wq|btc_pi|yd_arch,"edge|BREAK|(0.295, 1.71]|down|CHOP",scen_state,dead,0.96,0.302,100
bounce,5,station|etype|wq|rq|yd_arch,"edge|BREAK|(0.295, 1.71]|(0.004, 0.549]|CHOP",dtype,normal,0.96,0.302,101
bounce,5,station|etype|wq|kq|ob55,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|flat",scen_failed,F,0.96,0.302,151
bounce,5,station|etype|wq|yd_arch|dtype,"edge|BREAK|(0.295, 1.71]|CHOP|normal",lean,up,0.96,0.302,126
bounce,5,station|etype|rq|ob55|dtype,"edge|TRAV|(0.549, 0.922]|flat|normal",scen_state,dead,0.96,0.302,100
bounce,5,station|etype|zone|virgin|wq,"edge|BREAK|3|False|(0.295, 1.71]",kq,"(0.063, 0.558]",0.959,0.302,121
bounce,5,station|etype|zone|cb|wq,"edge|BREAK|3|c>=50|(0.295, 1.71]",kq,"(0.063, 0.558]",0.959,0.302,121
bounce,5,station|etype|zone|wq|hayden_btc,"edge|BREAK|6|(0.295, 1.71]|Bull",btc_pi,down,0.959,0.302,121
bounce,5,station|etype|virgin|cb|vq,"edge|TRAV|False|c>=50|(0.03, 1.287]",yd_arch,DN,0.959,0.302,122
bounce,5,station|etype|virgin|wq|session,"edge|BREAK|False|(0.295, 1.71]|evening",ob55,flat,0.959,0.302,172
bounce,5,station|etype|cb|wq|session,"edge|BREAK|c>=50|(0.295, 1.71]|evening",ob55,flat,0.959,0.302,170
bounce,5,station|etype|wq|session|btc_pi,"edge|BREAK|(0.295, 1.71]|evening|down",ob55,flat,0.959,0.302,172
bounce,5,station|etype|wq|hayden|hayden_btc,"edge|BREAK|(0.295, 1.71]|Bear|Bear",kq,"(0.063, 0.558]",0.959,0.302,171
bounce,5,station|etype|wq|hayden_btc|kq,"edge|BREAK|(0.295, 1.71]|Bear|(0.063, 0.558]",yd_arch,CHOP,0.959,0.302,122
bounce,5,station|etype|wq|kq|dtype,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|normal",scen_failed,F,0.959,0.302,170
bounce,5,station|etype|virgin|wq|session,"edge|BREAK|False|(0.295, 1.71]|evening",tn,t1,0.958,0.302,119
bounce,5,station|etype|cb|wq|session,"edge|BREAK|c>=50|(0.295, 1.71]|evening",tn,t1,0.958,0.302,118
bounce,5,station|etype|wq|session|kq,"edge|BREAK|(0.295, 1.71]|us_open|(0.063, 0.558]",yd_arch,CHOP,0.958,0.302,143
bounce,5,station|etype|wq|hayden|sq,"edge|BREAK|(0.295, 1.71]|Bear|(0.001, 0.224]",ob55,flat,0.958,0.302,118
bounce,5,station|etype|wq|yd_arch|ob55,"edge|BREAK|(0.295, 1.71]|CHOP|flat",lean,down,0.958,0.302,120
bounce,5,station|etype|zone|virgin|wq,"edge|BREAK|4|False|(0.295, 1.71]",hayden_btc,Bull,0.957,0.302,115
bounce,5,station|etype|zone|cb|wq,"edge|BREAK|4|c>=50|(0.295, 1.71]",hayden_btc,Bull,0.957,0.302,115
bounce,5,station|etype|virgin|wq|kq,"edge|BREAK|False|(0.295, 1.71]|(0.063, 0.558]",uq,"(-2.577, -0.297]",0.957,0.302,164
bounce,5,station|etype|virgin|wq|yd_arch,"edge|BREAK|False|(0.295, 1.71]|CHOP",dtype,normal,0.957,0.302,276
bounce,5,station|etype|virgin|wq|yd_arch,"edge|BREAK|False|(0.295, 1.71]|CHOP",scen_failed,F,0.957,0.302,208
bounce,5,station|etype|cb|wq|kq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.063, 0.558]",uq,"(-2.577, -0.297]",0.957,0.302,164
bounce,5,station|etype|cb|wq|yd_arch,"edge|BREAK|c>=50|(0.295, 1.71]|CHOP",dtype,normal,0.957,0.302,276
bounce,5,station|etype|cb|wq|yd_arch,"edge|BREAK|c>=50|(0.295, 1.71]|CHOP",scen_failed,F,0.957,0.302,208
bounce,5,station|etype|wq|session|btc_pi,"edge|BREAK|(0.295, 1.71]|evening|down",tn,t1,0.957,0.302,115
bounce,5,station|etype|wq|wknd|hayden,"edge|BREAK|(0.295, 1.71]|False|Bear",kq,"(0.063, 0.558]",0.957,0.302,187
bounce,5,station|etype|wq|wknd|tn,"edge|BREAK|(0.295, 1.71]|False|t2",ob55,flat,0.957,0.302,138
bounce,5,station|etype|wq|wknd|sq,"edge|BREAK|(0.295, 1.71]|False|(0.001, 0.224]",vq,"(0.03, 1.287]",0.957,0.302,116
bounce,5,station|etype|wq|wknd|kq,"edge|BREAK|(0.295, 1.71]|False|(0.063, 0.558]",uq,"(-2.577, -0.297]",0.957,0.302,139
bounce,5,station|etype|wq|wknd|yd_arch,"edge|BREAK|(0.295, 1.71]|False|CHOP",dtype,normal,0.957,0.302,276
bounce,5,station|etype|wq|wknd|yd_arch,"edge|BREAK|(0.295, 1.71]|False|CHOP",scen_failed,F,0.957,0.302,208
bounce,5,station|etype|wq|btc_pi|yd_arch,"edge|BREAK|(0.295, 1.71]|down|CHOP",dtype,normal,0.957,0.302,276
bounce,5,station|etype|wq|btc_pi|yd_arch,"edge|BREAK|(0.295, 1.71]|down|CHOP",scen_failed,F,0.957,0.302,208
bounce,5,station|coin|etype|virgin|wq,"edge|BTC|BREAK|False|(0.295, 1.71]",kq,"(0.063, 0.558]",0.956,0.302,135
bounce,5,station|coin|etype|cb|wq,"edge|BTC|BREAK|c>=50|(0.295, 1.71]",kq,"(0.063, 0.558]",0.956,0.302,135
bounce,5,station|etype|zone|wq|btc_pi,"edge|BREAK|3|(0.295, 1.71]|down",kq,"(0.063, 0.558]",0.956,0.302,114
bounce,5,station|etype|virgin|wq|session,"edge|BREAK|False|(0.295, 1.71]|us_close",dtype,normal,0.956,0.302,113
bounce,5,station|etype|virgin|wq|kq,"edge|BREAK|False|(0.295, 1.71]|(0.063, 0.558]",dtype,normal,0.956,0.302,229
bounce,5,station|etype|cb|wq|session,"edge|BREAK|c>=50|(0.295, 1.71]|us_close",dtype,normal,0.956,0.302,113
bounce,5,station|etype|cb|wq|kq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.063, 0.558]",dtype,normal,0.956,0.302,229
bounce,5,station|etype|wq|session|wknd,"edge|BREAK|(0.295, 1.71]|us_close|False",dtype,normal,0.956,0.302,113
bounce,5,station|etype|wq|session|btc_pi,"edge|BREAK|(0.295, 1.71]|us_close|down",dtype,normal,0.956,0.302,113
bounce,5,station|etype|wq|wknd|kq,"edge|BREAK|(0.295, 1.71]|False|(0.063, 0.558]",dtype,normal,0.956,0.302,229
bounce,5,station|etype|wq|hayden_btc|rq,"edge|BREAK|(0.295, 1.71]|Bear|(0.549, 0.922]",ob55,flat,0.956,0.302,135
bounce,5,station|etype|wq|btc_pi|tn,"edge|BREAK|(0.295, 1.71]|down|t2",rq,"(0.549, 0.922]",0.956,0.302,136
bounce,5,station|etype|wq|btc_pi|kq,"edge|BREAK|(0.295, 1.71]|down|(0.063, 0.558]",dtype,normal,0.956,0.302,229
bounce,5,station|coin|etype|wq|btc_pi,"edge|BTC|BREAK|(0.295, 1.71]|down",kq,"(0.063, 0.558]",0.955,0.302,111
bounce,5,station|etype|zone|virgin|wq,"edge|BREAK|6|False|(0.295, 1.71]",hayden_btc,Bull,0.955,0.302,134
bounce,5,station|etype|zone|cb|wq,"edge|BREAK|6|c>=50|(0.295, 1.71]",hayden_btc,Bull,0.955,0.302,132
bounce,5,station|etype|zone|wq|hayden_btc,"edge|BREAK|4|(0.295, 1.71]|Bull",btc_pi,down,0.955,0.302,110
bounce,5,station|etype|virgin|cb|wq,"edge|BREAK|False|c>=50|(0.295, 1.71]",scen_state,dead,0.955,0.302,176
bounce,5,station|etype|virgin|wq|wknd,"edge|BREAK|False|(0.295, 1.71]|False",scen_state,dead,0.955,0.302,176
bounce,5,station|etype|virgin|wq|hayden,"edge|BREAK|False|(0.295, 1.71]|Bear",lean,up,0.955,0.302,111
bounce,5,station|etype|virgin|wq|btc_pi,"edge|BREAK|False|(0.295, 1.71]|down",scen_state,dead,0.955,0.302,176
bounce,5,station|etype|virgin|wq|rq,"edge|BREAK|False|(0.295, 1.71]|(0.549, 0.922]",dtype,normal,0.955,0.302,176
bounce,5,station|etype|virgin|rq|kq,"edge|TRAV|False|(0.549, 0.922]|(0.558, 0.947]",ob55,flat,0.955,0.302,133
bounce,5,station|etype|cb|wq|wknd,"edge|BREAK|c>=50|(0.295, 1.71]|False",scen_state,dead,0.955,0.302,176
bounce,5,station|etype|cb|wq|hayden,"edge|BREAK|c>=50|(0.295, 1.71]|Bear",lean,up,0.955,0.302,111
bounce,5,station|etype|cb|wq|btc_pi,"edge|BREAK|c>=50|(0.295, 1.71]|down",scen_state,dead,0.955,0.302,176
bounce,5,station|etype|cb|wq|rq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.549, 0.922]",dtype,normal,0.955,0.302,176
bounce,5,station|etype|cb|btc_pi|vq,"edge|TRAV|c>=50|down|(0.03, 1.287]",yd_arch,DN,0.955,0.302,110
bounce,5,station|etype|wq|wknd|hayden,"edge|BREAK|(0.295, 1.71]|False|Bear",lean,up,0.955,0.302,111
bounce,5,station|etype|wq|wknd|btc_pi,"edge|BREAK|(0.295, 1.71]|False|down",scen_state,dead,0.955,0.302,176
bounce,5,station|etype|wq|wknd|rq,"edge|BREAK|(0.295, 1.71]|False|(0.549, 0.922]",dtype,normal,0.955,0.302,176
bounce,5,station|etype|wq|hayden|btc_pi,"edge|BREAK|(0.295, 1.71]|Bear|down",lean,up,0.955,0.302,111
bounce,5,station|etype|wq|hayden|ob55,"edge|BREAK|(0.295, 1.71]|Bear|flat",lean,up,0.955,0.302,111
bounce,5,station|etype|wq|hayden_btc|ob55,"edge|BREAK|(0.295, 1.71]|Bear|flat",lean,up,0.955,0.302,110
bounce,5,station|etype|wq|btc_pi|rq,"edge|BREAK|(0.295, 1.71]|down|(0.549, 0.922]",dtype,normal,0.955,0.302,176
bounce,5,station|etype|wq|tn|kq,"edge|BREAK|(0.295, 1.71]|t1|(0.063, 0.558]",dtype,normal,0.955,0.302,155
bounce,5,station|etype|btc_pi|sq|vq,"edge|TRAV|down|(0.224, 0.513]|(0.03, 1.287]",ob55,flat,0.955,0.302,111
bounce,5,station|etype|btc_pi|rq|kq,"edge|TRAV|down|(0.549, 0.922]|(0.558, 0.947]",ob55,flat,0.955,0.302,134
bounce,5,station|etype|btc_pi|rq|kq,"edge|TRAV|down|(0.549, 0.922]|(0.558, 0.947]",dtype,na,0.955,0.302,110
bounce,5,station|etype|btc_pi|rq|kq,"edge|TRAV|down|(0.549, 0.922]|(0.558, 0.947]",lean,na,0.955,0.302,110
bounce,5,station|etype|btc_pi|rq|kq,"edge|TRAV|down|(0.549, 0.922]|(0.558, 0.947]",scen_state,na,0.955,0.302,110
bounce,5,station|etype|btc_pi|rq|kq,"edge|TRAV|down|(0.549, 0.922]|(0.558, 0.947]",scen_failed,na,0.955,0.302,110
bounce,5,station|coin|etype|virgin|wq,"edge|ETH|BREAK|False|(0.295, 1.71]",dtype,normal,0.954,0.302,130
bounce,5,station|coin|etype|cb|wq,"edge|ETH|BREAK|c>=50|(0.295, 1.71]",dtype,normal,0.954,0.302,130
bounce,5,station|coin|etype|wq|wknd,"edge|ETH|BREAK|(0.295, 1.71]|False",dtype,normal,0.954,0.302,130
bounce,5,station|coin|etype|wq|btc_pi,"edge|ETH|BREAK|(0.295, 1.71]|down",dtype,normal,0.954,0.302,130
bounce,5,station|etype|zone|wq|wknd,"edge|BREAK|2|(0.295, 1.71]|False",tn,t1,0.954,0.302,109
bounce,5,station|etype|wq|hayden|tn,"edge|BREAK|(0.295, 1.71]|Bear|t1",kq,"(0.063, 0.558]",0.954,0.302,152
bounce,5,station|etype|wq|hayden|dtype,"edge|BREAK|(0.295, 1.71]|Bear|normal",lean,up,0.954,0.302,109
bounce,5,station|etype|wq|hayden_btc|btc_pi,"edge|BREAK|(0.295, 1.71]|Bear|down",sq,"(0.001, 0.224]",0.954,0.302,131
bounce,5,station|etype|wq|hayden_btc|dtype,"edge|BREAK|(0.295, 1.71]|Bear|normal",lean,up,0.954,0.302,109
bounce,5,station|etype|wq|btc_pi|origin,"edge|BREAK|(0.295, 1.71]|down|air",sq,"(0.001, 0.224]",0.954,0.302,130
bounce,5,station|etype|wq|tn|kq,"edge|BREAK|(0.295, 1.71]|t1|(0.063, 0.558]",yd_arch,CHOP,0.954,0.302,237
bounce,5,station|etype|wq|tn|yd_arch,"edge|BREAK|(0.295, 1.71]|t1|CHOP",lean,down,0.954,0.302,108
bounce,5,station|etype|wq|kq|yd_arch,"edge|BREAK|(0.295, 1.71]|(0.063, 0.558]|CHOP",ob55,flat,0.954,0.302,196
bounce,5,station|etype|wq|yd_arch|dtype,"edge|BREAK|(0.295, 1.71]|CHOP|normal",scen_failed,F,0.954,0.302,197
bounce,5,station|etype|session|btc_pi|rq,"edge|TRAV|us_close|down|(0.549, 0.922]",yd_arch,CHOP,0.954,0.302,109
bounce,5,station|etype|tn|dq|sq,"edge|TRAV|t1|(-0.001, 0.109]|(0.224, 0.513]",rq,"(0.004, 0.549]",0.954,0.302,109
bounce,5,station|coin|etype|wq|hayden,"edge|BTC|BREAK|(0.295, 1.71]|Bear",yd_arch,CHOP,0.953,0.302,106
bounce,5,station|coin|etype|wq|hayden_btc,"edge|BTC|BREAK|(0.295, 1.71]|Bear",yd_arch,CHOP,0.953,0.302,106
bounce,5,station|etype|virgin|cb|wq,"edge|TRAV|False|c>=50|(0.295, 1.71]",dq,"(-0.001, 0.109]",0.953,0.302,106
bounce,5,station|etype|wq|session|yd_arch,"edge|BREAK|(0.295, 1.71]|us_open|CHOP",dtype,normal,0.953,0.302,107
bounce,5,station|etype|wq|btc_pi|sq,"edge|BREAK|(0.295, 1.71]|down|(0.001, 0.224]",vq,"(0.03, 1.287]",0.953,0.302,170
bounce,5,station|etype|wq|origin|kq,"edge|BREAK|(0.295, 1.71]|air|(0.063, 0.558]",ob55,flat,0.953,0.302,127
bounce,5,station|etype|wq|origin|yd_arch,"edge|BREAK|(0.295, 1.71]|air|CHOP",dtype,normal,0.953,0.302,129
bounce,5,station|etype|wq|tn|kq,"edge|BREAK|(0.295, 1.71]|t1|(0.063, 0.558]",scen_failed,F,0.953,0.302,129
bounce,5,station|etype|wq|tn|yd_arch,"edge|BREAK|(0.295, 1.71]|t1|CHOP",dtype,normal,0.953,0.302,170
bounce,5,station|etype|wknd|dq|sq,"edge|TRAV|False|(-0.001, 0.109]|(0.224, 0.513]",ob55,flat,0.953,0.302,127
bounce,5,station|coin|etype|wq|rq,"edge|BTC|BREAK|(0.295, 1.71]|(0.004, 0.549]",yd_arch,CHOP,0.952,0.302,124
bounce,5,station|etype|zone|virgin|wq,"edge|BREAK|6|False|(0.295, 1.71]",yd_arch,CHOP,0.952,0.302,104
bounce,5,station|etype|zone|cb|wq,"edge|BREAK|6|c>=50|(0.295, 1.71]",yd_arch,CHOP,0.952,0.302,104
bounce,5,station|etype|zone|wq|wknd,"edge|BREAK|3|(0.295, 1.71]|False",kq,"(0.063, 0.558]",0.952,0.302,105
bounce,5,station|etype|virgin|wq|tn,"edge|BREAK|False|(0.295, 1.71]|t2",rq,"(0.549, 0.922]",0.952,0.302,145
bounce,5,station|etype|virgin|wq|rq,"edge|BREAK|False|(0.295, 1.71]|(0.549, 0.922]",kq,"(0.063, 0.558]",0.952,0.302,166
bounce,5,station|etype|virgin|wq|kq,"edge|BREAK|False|(0.295, 1.71]|(0.063, 0.558]",lean,down,0.952,0.302,125
bounce,5,station|etype|virgin|rq|kq,"edge|TRAV|False|(0.549, 0.922]|(0.558, 0.947]",dtype,na,0.952,0.302,124
bounce,5,station|etype|virgin|rq|kq,"edge|TRAV|False|(0.549, 0.922]|(0.558, 0.947]",lean,na,0.952,0.302,124
bounce,5,station|etype|virgin|rq|kq,"edge|TRAV|False|(0.549, 0.922]|(0.558, 0.947]",scen_state,na,0.952,0.302,124
bounce,5,station|etype|virgin|rq|kq,"edge|TRAV|False|(0.549, 0.922]|(0.558, 0.947]",scen_failed,na,0.952,0.302,124
bounce,5,station|etype|cb|wq|rq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.549, 0.922]",kq,"(0.063, 0.558]",0.952,0.302,166
bounce,5,station|etype|cb|wq|kq,"edge|BREAK|c>=50|(0.295, 1.71]|(0.063, 0.558]",lean,down,0.952,0.302,125
through,1,station,beyond_1.0,q_zlast_5m,"(-0.001, 4.0]",0.715,0.299,2352
through,1,station,beyond_1.0,q_zlast_15m,"(-0.001, 1.0]",0.689,0.299,2842
through,2,station|btc_pi,beyond_1.0|up,q_volr_1d,"(0.959, 1.221]",0.898,0.299,118
through,2,station|zone,beyond_1.0|12,q_zlast_5m,"(-0.001, 4.0]",0.892,0.299,111
through,2,station|zone,beyond_1.0|12,q_net20_5m,"(-6.503, -0.245]",0.889,0.299,135
through,2,station|zone,beyond_1.0|12,q_pos100_5m,"(-0.001, 0.149]",0.887,0.299,106
through,2,station|dtype,beyond_1.0|EXPANSION,q_net100_1d,"(6.787, 24.446]",0.884,0.299,129
through,2,station|zone,beyond_1.0|12,q_net20_15m,"(-9.517999999999999, -0.33]",0.882,0.299,102
through,2,station|dtype,beyond_1.0|EXPANSION,q_net100_5m,"(-7.8790000000000004, -0.434]",0.857,0.299,112
through,2,station|zone,beyond_1.0|10,q_zlast_5m,"(-0.001, 4.0]",0.856,0.299,181
through,2,station|q_net20_5m,"beyond_1.0|(0.214, 9.126]",q_pos100_5m,"(0.149, 0.502]",0.855,0.299,110
through,2,station|zone,beyond_1.0|10,q_volr_15m,"(1.348, 4.13]",0.848,0.299,171
through,2,station|q_volr_1d,"beyond_1.0|(1.221, 3.098]",q_zlast_5m,"(-0.001, 4.0]",0.847,0.299,667
through,2,station|ob55,beyond_1.0|open,q_zlast_5m,"(-0.001, 4.0]",0.844,0.299,308
through,2,station|q_net20_5m,"beyond_1.0|(0.214, 9.126]",q_net20_15m,"(-9.517999999999999, -0.33]",0.844,0.299,122
through,2,station|zone,beyond_0.5|12,q_pos100_4h,"(0.603, 0.827]",0.841,0.299,126
through,2,station|zone,out_0.25|12,q_pos100_4h,"(0.603, 0.827]",0.839,0.299,137
through,2,station|zone,beyond_1.0|12,q_zlast_15m,"(-0.001, 1.0]",0.839,0.299,118
through,2,station|btc_pi,beyond_1.0|na,q_zlast_15m,"(-0.001, 1.0]",0.838,0.299,105
through,2,station|q_net20_15m,"beyond_1.0|(0.302, 8.101]",q_pos100_5m,"(0.149, 0.502]",0.837,0.299,129
through,2,station|zone,beyond_0.5|12,q_volr_5m,"(1.469, 4.556]",0.835,0.299,109
through,2,station|zone,beyond_1.0|10,q_zlast_15m,"(-0.001, 1.0]",0.832,0.299,238
through,2,station|q_pos100_1d,"beyond_1.0|(0.806, 1.0]",q_zlast_5m,"(-0.001, 4.0]",0.832,0.299,710
through,2,station|q_volr_5m,"beyond_1.0|(0.086, 0.801]",q_zlast_15m,"(-0.001, 1.0]",0.831,0.299,326
through,2,station|zone,beyond_0.5|12,q_pos100_1h,"(0.563, 0.797]",0.83,0.299,206
through,2,station|q_volr_1d,"beyond_1.0|(1.221, 3.098]",q_zlast_15m,"(-0.001, 1.0]",0.83,0.299,814
through,2,station|zone,beyond_1.0|10,q_volr_1d,"(0.765, 0.959]",0.829,0.299,164
through,2,station|q_zt100_1d,"beyond_1.0|(-0.001, 3.0]",q_zlast_5m,"(-0.001, 4.0]",0.827,0.299,884
through,2,station|zone,beyond_0.5|12,q_pos100_15m,"(0.229, 0.519]",0.825,0.299,120
through,2,station|btc_pi,beyond_1.0|up,q_zt100_15m,"(5.0, 16.0]",0.825,0.299,103
through,2,station|q_volr_5m,"beyond_1.0|(0.086, 0.801]",q_zlast_5m,"(-0.001, 4.0]",0.825,0.299,286
through,2,station|zone,beyond_1.0|10,q_net100_1h,"(0.339, 1.829]",0.824,0.299,108
through,2,station|zone,beyond_1.0|9,q_zlast_5m,"(-0.001, 4.0]",0.824,0.299,233
through,2,station|q_net100_5m,"beyond_1.0|(-7.8790000000000004, -0.434]",q_pos100_5m,"(0.502, 0.868]",0.823,0.299,175
through,2,station|zone,beyond_1.0|12,q_volr_1h,"(1.415, 3.637]",0.822,0.299,135
through,2,station|btc_pi,beyond_0.5|up,q_zlast_5m,"(-0.001, 4.0]",0.822,0.299,157
through,2,station|q_net100_1d,"beyond_1.0|(6.787, 24.446]",q_zlast_5m,"(-0.001, 4.0]",0.821,0.299,873
through,2,station|dq,"beyond_1.0|(0.625, 13.23]",q_pos100_15m,"(0.229, 0.519]",0.82,0.299,451
through,2,station|q_net100_1h,"beyond_0.5|(1.829, 22.804]",q_net20_4h,"(-8.059999999999999, -0.889]",0.82,0.299,128
through,2,station|q_net100_5m,"beyond_1.0|(-7.8790000000000004, -0.434]",q_net20_5m,"(0.214, 9.126]",0.819,0.299,204
through,2,station|q_pos100_15m,"beyond_1.0|(0.229, 0.519]",q_volr_1d,"(1.221, 3.098]",0.819,0.299,609
through,2,station|zone,beyond_0.25|13,q_pos100_1d,"(0.527, 0.806]",0.818,0.299,137
through,2,station|q_rng100_1h,"beyond_1.0|(4.139, 32.522]",q_zlast_5m,"(-0.001, 4.0]",0.816,0.299,1257
through,2,station|btc_pi,beyond_1.0|up,q_rng100_15m,"(2.158, 32.041]",0.811,0.299,127
through,2,station|q_net20_1d,"beyond_1.0|(3.664, 22.598]",q_zlast_5m,"(-0.001, 4.0]",0.807,0.299,1000
through,2,station|q_volr_4h,"beyond_1.0|(1.473, 3.385]",q_zlast_5m,"(-0.001, 4.0]",0.807,0.299,1143
through,2,station|zone,beyond_0.5|9,q_pos100_4h,"(0.291, 0.603]",0.806,0.299,124
through,2,station|zone,beyond_1.0|12,q_zt100_15m,"(16.0, 38.0]",0.805,0.299,200
through,2,station|ob55,beyond_1.0|open,q_zlast_15m,"(-0.001, 1.0]",0.805,0.299,379
through,2,station|q_rng100_4h,"beyond_1.0|(6.828, 33.588]",q_zlast_5m,"(-0.001, 4.0]",0.805,0.299,1127
through,2,station|zone,beyond_0.5|12,q_zt100_1h,"(-0.001, 5.0]",0.804,0.299,158
through,2,station|q_net20_5m,"beyond_1.0|(-6.503, -0.245]",q_net20_15m,"(0.302, 8.101]",0.804,0.299,148
through,2,station|q_net100_4h,"beyond_1.0|(3.51, 22.656]",q_zlast_5m,"(-0.001, 4.0]",0.803,0.299,1069
through,2,station|btc_pi,beyond_1.0|up,q_rng100_1h,"(4.139, 32.522]",0.802,0.299,131
through,2,station|dq,"beyond_1.0|(0.625, 13.23]",q_pos100_5m,"(0.149, 0.502]",0.801,0.299,381
through,2,station|zone,beyond_1.0|12,q_pos100_1h,"(0.563, 0.797]",0.8,0.299,115
through,2,station|btc_pi,beyond_1.0|up,q_net100_4h,"(3.51, 22.656]",0.8,0.299,125
through,2,station|q_net20_1d,"beyond_1.0|(3.664, 22.598]",q_zlast_15m,"(-0.001, 1.0]",0.8,0.299,1197
through,2,station|etype,beyond_1.0|STALL,q_pos100_5m,"(0.149, 0.502]",0.798,0.299,218
through,2,station|q_net100_5m,"beyond_1.0|(0.406, 9.59]",q_net20_5m,"(-6.503, -0.245]",0.798,0.299,188
through,2,station|q_pos100_5m,"beyond_1.0|(0.149, 0.502]",q_zlast_5m,"(-0.001, 4.0]",0.797,0.299,464
through,2,station|q_rng100_1d,"beyond_1.0|(10.661, 13.269]",q_zlast_5m,"(-0.001, 4.0]",0.796,0.299,471
through,2,station|zone,beyond_1.0|12,q_volr_15m,"(0.121, 0.772]",0.795,0.299,161
through,2,station|btc_pi,beyond_1.0|up,q_zt100_1d,"(-0.001, 3.0]",0.795,0.299,156
through,2,station|sq,"beyond_1.0|(1.207, 65.153]",q_zlast_5m,"(-0.001, 4.0]",0.795,0.299,836
through,2,station|etype,beyond_1.0|PEN,q_pos100_15m,"(0.229, 0.519]",0.794,0.299,141
through,2,station|zone,beyond_1.0|10,q_net20_1h,"(-7.112, -0.549]",0.794,0.299,160
through,2,station|q_pos100_5m,"beyond_1.0|(0.502, 0.868]",q_zlast_5m,"(-0.001, 4.0]",0.794,0.299,287
through,2,station|zone,beyond_1.0|10,q_net20_1d,"(0.813, 3.664]",0.793,0.299,135
through,2,station|zone,beyond_1.0|9,q_zlast_15m,"(-0.001, 1.0]",0.793,0.299,295
through,2,station|kq,"beyond_1.0|(1.753, 17.486]",q_zlast_5m,"(-0.001, 4.0]",0.793,0.299,1123
through,2,station|q_volr_15m,"beyond_1.0|(0.772, 1.015]",q_zlast_5m,"(-0.001, 4.0]",0.792,0.299,519
through,2,station|etype,beyond_0.25|PEN,q_zlast_15m,"(15.0, 100.0]",0.79,0.299,224
